Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1958-12-22,37,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,34,34,4
1958-12-22,38,Big Bopper's Wedding,Big Bopper,44,38,3
1958-12-22,39,(All of a Sudden) My Heart Sings,Paul Anka,-,39,1
1958-12-22,40,I'll Remember Tonight,Pat Boone,54,34,9
1958-12-22,41,The Diary,Neil Sedaka,51,41,3
1958-12-22,42,A Letter To An Angel,Jimmy Clanton,28,25,10
1958-12-22,43,C'mon Everybody,Eddie Cochran,65,43,5
1958-12-22,44,Turvy II,Cozy Cole,41,41,4
1958-12-22,45,I Cried A Tear,LaVern Baker,75,45,3
1958-12-22,46,The Mocking Bird,The Four Lads,45,32,8
1958-12-22,47,The Day The Rains Came,Jane Morgan,29,21,14
1958-12-22,48,Call Me,Johnny Mathis,43,21,13
1958-12-22,49,Pussy Cat,The Ames Brothers,39,17,13
1958-12-22,50,Forget Me Not,Kalin Twins,35,12,13
1958-12-22,51,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,31,7,17
1958-12-22,52,Nobody But You,Dee Clark,59,52,4
1958-12-22,53,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,66,53,2
1958-12-22,54,Sweet Little Rock And Roller,Chuck Berry,56,47,7
1958-12-22,55,The Wedding,June Valli,52,52,5
1958-12-22,56,The All American Boy,Bill Parsons,-,56,1
1958-12-22,57,Jingle Bell Rock,Bobby Helms,-,57,1
1958-12-22,58,Sing Sing Sing,Bernie Lowe Orchestra,46,46,5
1958-12-22,59,Pledging My Love,Roy Hamilton,53,50,6
1958-12-22,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,49,44,10
1958-12-22,61,Hideaway,The Four Esquires,50,21,14
1958-12-22,62,It's Just About Time,Johnny Cash And The Tennessee Two,78,62,2
1958-12-22,63,Don't Pity Me,Dion & The Belmonts,-,63,1
1958-12-22,64,Rocka-Conga,The Applejacks,-,64,1
1958-12-22,65,There Goes My Heart,Joni James,57,19,15
1958-12-22,66,Stagger Lee,Lloyd Price,77,66,3
1958-12-22,67,Try Me,James Brown And The Famous Flames,80,67,2
1958-12-22,68,Goodbye Baby,Jack Scott,81,68,2
1958-12-22,69,Cinderella,The Four Preps,76,69,5
1958-12-22,70,Come Prima,Tony Dallara,72,70,3
1958-12-22,71,The Day The Rains Came,Raymond Lefevre and His Orchestra,74,30,9
1958-12-22,72,Ten Commandments Of Love,Harvey & The Moonglows,73,22,15
1958-12-22,73,Run Rudolph Run,Chuck Berry,83,73,2
1958-12-22,74,Jealous Heart,Tab Hunter,62,62,10
1958-12-22,75,Come Prima (Koma Preema),Polly Bergen,100,75,2
1958-12-22,76,Mr. Success,Frank Sinatra,47,41,9
1958-12-22,77,Lucky Ladybug,Billy & Lillie,-,77,1
1958-12-22,78,Love Of My Life,The Everly Brothers,40,40,5
1958-12-22,79,Merry Christmas Baby,Chuck Berry,90,79,2
1958-12-22,80,Mexican Hat Rock,The Applejacks,67,16,15
1958-12-22,81,Teasin',Quaker City Boys,-,81,1
1958-12-22,82,Mandolins In The Moonlight,Perry Como,58,47,9
1958-12-22,83,Diamond Ring,Jerry Wallace,88,83,3
1958-12-22,84,The Fool And The Angel,Bobby Helms,91,84,3
1958-12-22,85,Seven Minutes In Heaven,Poni-Tails,98,85,3
1958-12-22,86,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,-,86,1
1958-12-22,87,Non Dimenticar (Don't Forget),Nat King Cole,68,45,11
1958-12-22,88,The Little Drummer Boy,The Harry Simeone Chorale,-,88,1
1958-12-22,89,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,60,48,7
1958-12-22,90,Need Your Love,Bobby Freeman,61,54,5
1958-12-22,91,Rock-in Robin,Bobby Day,69,2,21
1958-12-22,92,Dreamy Eyes,Johnny Tillotson,97,90,4
1958-12-22,93,Philadelphia U.S.A.,Art Lund,92,92,2
1958-12-22,94,Joe Joe Gunne,Chuck Berry,89,83,5
1958-12-22,95,Rockhouse (Part 2),Ray Charles and his Orchestra,-,95,1
1958-12-22,96,"Wiggle, Wiggle",The Accents,-,96,1
1958-12-22,97,So Much,Little Anthony And The Imperials,-,97,1
1958-12-22,98,The Reason,The 5 Chanels,-,98,1
1958-12-22,99,Here I Stand,Wade Flemons and the Newcomers,-,99,1
1958-12-22,100,(I Wanna) Dance With The Teacher,The Olympics,-,98,2
1958-12-29,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,5
1958-12-29,2,Smoke Gets In Your Eyes,The Platters,2,2,7
1958-12-29,3,"To Know Him, Is To Love Him",The Teddy Bears,3,1,15
1958-12-29,4,One Night,Elvis Presley,6,4,8
1958-12-29,5,Problems,The Everly Brothers,4,2,8
1958-12-29,6,Tom Dooley,The Kingston Trio,5,1,14
1958-12-29,7,Lonesome Town,Ricky Nelson,8,7,11
1958-12-29,8,Beep Beep,The Playmates,7,4,9
1958-12-29,9,A Lover's Question,Clyde McPhatter,10,9,12
1958-12-29,10,Whole Lotta Loving,Fats Domino,12,10,7
1958-12-29,11,Gotta Travel On,Billy Grammer,14,11,6
1958-12-29,12,It's Only Make Believe,Conway Twitty,9,1,16
1958-12-29,13,My Happiness,Connie Francis,17,13,4
1958-12-29,14,I Got Stung,Elvis Presley,11,8,9
1958-12-29,15,Bimbombey,Jimmie Rodgers,13,11,8
1958-12-29,16,Lonely Teardrops,Jackie Wilson,19,16,6
1958-12-29,17,Queen Of The Hop,Bobby Darin,16,9,13
1958-12-29,18,Donna,Ritchie Valens,27,18,6
1958-12-29,19,Love Is All We Need,Tommy Edwards,15,15,10
1958-12-29,20,I Got A Feeling,Ricky Nelson,22,10,12
1958-12-29,21,Poor Boy,The Royaltones,23,17,11
1958-12-29,22,Manhattan Spiritual,Reg Owen & His Orchestra,31,22,4
1958-12-29,23,I'll Wait For You,Frankie Avalon,21,15,11
1958-12-29,24,That Old Black Magic,Louis Prima And Keely Smith,24,18,9
1958-12-29,25,16 Candles,The Crests,32,25,6
1958-12-29,26,Love You Most Of All,Sam Cooke,36,26,7
1958-12-29,27,Philadelphia U.S.A.,The Nu Tornados,26,26,7
1958-12-29,28,Topsy II,Cozy Cole,20,3,19
1958-12-29,29,The Little Drummer Boy,The Harry Simeone Chorale,88,29,2
1958-12-29,30,Goodbye Baby,Jack Scott,68,30,3
1958-12-29,31,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,18,15,9
1958-12-29,32,The Diary,Neil Sedaka,41,32,4
1958-12-29,33,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,37,33,5
1958-12-29,34,I Cried A Tear,LaVern Baker,45,34,4
1958-12-29,35,Jingle Bell Rock,Bobby Helms,57,35,2
1958-12-29,36,Turvy II,Cozy Cole,44,36,5
1958-12-29,37,Chantilly Lace,Big Bopper,25,6,22
1958-12-29,38,It's All In The Game,Tommy Edwards,29,1,20
1958-12-29,39,The All American Boy,Bill Parsons,56,39,2
1958-12-29,40,The World Outside,The Four Coins,30,21,8
1958-12-29,41,The End,Earl Grant,34,7,16
1958-12-29,42,Big Bopper's Wedding,Big Bopper,38,38,4
1958-12-29,43,(All of a Sudden) My Heart Sings,Paul Anka,39,39,2
1958-12-29,44,Green Chri$tma$,Stan Freberg,-,44,1
1958-12-29,45,Pledging My Love,Roy Hamilton,59,45,7
1958-12-29,46,Nobody But You,Dee Clark,52,46,5
1958-12-29,47,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,53,47,3
1958-12-29,48,C'mon Everybody,Eddie Cochran,43,43,6
1958-12-29,49,Call Me,Johnny Mathis,48,21,14
1958-12-29,50,Peek-A-Boo,The Cadillacs,35,35,4
1958-12-29,51,The Wedding,June Valli,55,51,6
1958-12-29,52,Sweet Little Rock And Roller,Chuck Berry,54,47,8
1958-12-29,53,Stagger Lee,Lloyd Price,66,53,4
1958-12-29,54,It's Just About Time,Johnny Cash And The Tennessee Two,62,54,3
1958-12-29,55,Don't Pity Me,Dion & The Belmonts,63,55,2
1958-12-29,56,Lucky Ladybug,Billy & Lillie,77,56,2
1958-12-29,57,Sing Sing Sing,Bernie Lowe Orchestra,58,46,6
1958-12-29,58,Rocka-Conga,The Applejacks,64,58,2
1958-12-29,59,A Letter To An Angel,Jimmy Clanton,42,25,11
1958-12-29,60,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,51,7,18
1958-12-29,61,Try Me,James Brown And The Famous Flames,67,61,3
1958-12-29,62,Need You,Donnie Owens,28,25,13
1958-12-29,63,Hideaway,The Four Esquires,61,21,15
1958-12-29,64,Mr. Success,Frank Sinatra,76,41,10
1958-12-29,65,I'll Remember Tonight,Pat Boone,40,34,10
1958-12-29,66,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,86,66,2
1958-12-29,67,Come Prima (Koma Preema),Polly Bergen,75,67,3
1958-12-29,68,Teasin',Quaker City Boys,81,68,2
1958-12-29,69,Run Rudolph Run,Chuck Berry,73,69,3
1958-12-29,70,The Mocking Bird,The Four Lads,46,32,9
1958-12-29,71,Merry Christmas Baby,Chuck Berry,79,71,3
1958-12-29,72,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,-,72,1
1958-12-29,73,Blue Hawaii,Billy Vaughn And His Orchestra,-,73,1
1958-12-29,74,Cinderella,The Four Preps,69,69,6
1958-12-29,75,Walking Along,The Diamonds,33,29,10
1958-12-29,76,The Worryin' Kind,Tommy Sands And The Raiders,-,76,1
1958-12-29,77,The Fool And The Angel,Bobby Helms,84,77,4
1958-12-29,78,Diamond Ring,Jerry Wallace,83,78,4
1958-12-29,79,Rockhouse (Part 2),Ray Charles and his Orchestra,95,79,2
1958-12-29,80,Love Of My Life,The Everly Brothers,78,40,6
1958-12-29,81,La Bamba,Ritchie Valens,-,81,1
1958-12-29,82,Pussy Cat,The Ames Brothers,49,17,14
1958-12-29,83,Dreamy Eyes,Johnny Tillotson,92,83,5
1958-12-29,84,Little Red Riding Hood,Big Bopper,-,72,4
1958-12-29,85,"Wiggle, Wiggle",The Accents,96,85,2
1958-12-29,86,Forget Me Not,Kalin Twins,50,12,14
1958-12-29,87,So Much,Little Anthony And The Imperials,97,87,2
1958-12-29,88,The Voice In My Heart,Eydie Gorme,-,88,1
1958-12-29,89,Philadelphia U.S.A.,Art Lund,93,89,3
1958-12-29,90,The Day The Rains Came,Jane Morgan,47,21,15
1958-12-29,91,There Goes My Heart,Joni James,65,19,16
1958-12-29,92,"The Bluebird, The Buzzard & The Oriole",Bobby Day,-,92,1
1958-12-29,93,Funny,Jesse Belvin,-,93,1
1958-12-29,94,Come Prima,Tony Dallara,70,70,4
1958-12-29,95,Mandolins In The Moonlight,Perry Como,82,47,10
1958-12-29,96,The World Outside,Roger Williams,-,71,3
1958-12-29,97,Ten Commandments Of Love,Harvey & The Moonglows,72,22,16
1958-12-29,98,Save My Soul,Jack Scott,-,98,1
1958-12-29,99,Heartbeat,Buddy Holly,-,99,1
1958-12-29,100,Red River Rose,The Ames Brothers,-,100,1
1959-01-05,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,6
1959-01-05,2,Smoke Gets In Your Eyes,The Platters,2,2,8
1959-01-05,3,"To Know Him, Is To Love Him",The Teddy Bears,3,1,16
1959-01-05,4,Problems,The Everly Brothers,5,2,9
1959-01-05,5,One Night,Elvis Presley,4,4,9
1959-01-05,6,My Happiness,Connie Francis,13,6,5
1959-01-05,7,Tom Dooley,The Kingston Trio,6,1,15
1959-01-05,8,A Lover's Question,Clyde McPhatter,9,8,13
1959-01-05,9,Gotta Travel On,Billy Grammer,11,9,7
1959-01-05,10,Whole Lotta Loving,Fats Domino,10,10,8
1959-01-05,11,Lonesome Town,Ricky Nelson,7,7,12
1959-01-05,12,Beep Beep,The Playmates,8,4,10
1959-01-05,13,Bimbombey,Jimmie Rodgers,15,11,9
1959-01-05,14,I Got Stung,Elvis Presley,14,8,10
1959-01-05,15,Donna,Ritchie Valens,18,15,7
1959-01-05,16,The Little Drummer Boy,The Harry Simeone Chorale,29,16,3
1959-01-05,17,Queen Of The Hop,Bobby Darin,17,9,14
1959-01-05,18,16 Candles,The Crests,25,18,7
1959-01-05,19,It's Only Make Believe,Conway Twitty,12,1,17
1959-01-05,20,Lonely Teardrops,Jackie Wilson,16,16,7
1959-01-05,21,The Diary,Neil Sedaka,32,21,5
1959-01-05,22,Manhattan Spiritual,Reg Owen & His Orchestra,22,22,5
1959-01-05,23,Goodbye Baby,Jack Scott,30,23,4
1959-01-05,24,Love Is All We Need,Tommy Edwards,19,15,11
1959-01-05,25,I'll Wait For You,Frankie Avalon,23,15,12
1959-01-05,26,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,31,15,10
1959-01-05,27,Lucky Ladybug,Billy & Lillie,56,27,3
1959-01-05,28,Philadelphia U.S.A.,The Nu Tornados,27,26,8
1959-01-05,29,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,33,29,6
1959-01-05,30,That Old Black Magic,Louis Prima And Keely Smith,24,18,10
1959-01-05,31,Love You Most Of All,Sam Cooke,26,26,8
1959-01-05,32,Poor Boy,The Royaltones,21,17,12
1959-01-05,33,The All American Boy,Bill Parsons,39,33,3
1959-01-05,34,I Got A Feeling,Ricky Nelson,20,10,13
1959-01-05,35,C'mon Everybody,Eddie Cochran,48,35,7
1959-01-05,36,Stagger Lee,Lloyd Price,53,36,5
1959-01-05,37,(All of a Sudden) My Heart Sings,Paul Anka,43,37,3
1959-01-05,38,I Cried A Tear,LaVern Baker,34,34,5
1959-01-05,39,The World Outside,The Four Coins,40,21,9
1959-01-05,40,Don't Pity Me,Dion & The Belmonts,55,40,3
1959-01-05,41,Peek-A-Boo,The Cadillacs,50,35,5
1959-01-05,42,Topsy II,Cozy Cole,28,3,20
1959-01-05,43,It's All In The Game,Tommy Edwards,38,1,21
1959-01-05,44,Turvy II,Cozy Cole,36,36,6
1959-01-05,45,Jingle Bell Rock,Bobby Helms,35,35,3
1959-01-05,46,The Wedding,June Valli,51,46,7
1959-01-05,47,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,47,47,4
1959-01-05,48,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,72,48,2
1959-01-05,49,The End,Earl Grant,41,7,17
1959-01-05,50,Rocka-Conga,The Applejacks,58,50,3
1959-01-05,51,It's Just About Time,Johnny Cash And The Tennessee Two,54,51,4
1959-01-05,52,Big Bopper's Wedding,Big Bopper,42,38,5
1959-01-05,53,Green Chri$tma$,Stan Freberg,44,44,2
1959-01-05,54,Nobody But You,Dee Clark,46,46,6
1959-01-05,55,Chantilly Lace,Big Bopper,37,6,23
1959-01-05,56,Pledging My Love,Roy Hamilton,45,45,8
1959-01-05,57,Try Me,James Brown And The Famous Flames,61,57,4
1959-01-05,58,Teasin',Quaker City Boys,68,58,3
1959-01-05,59,Blue Hawaii,Billy Vaughn And His Orchestra,73,59,2
1959-01-05,60,Red River Rose,The Ames Brothers,100,60,2
1959-01-05,61,"Wiggle, Wiggle",The Accents,85,61,3
1959-01-05,62,Hideaway,The Four Esquires,63,21,16
1959-01-05,63,Walking Along,The Diamonds,75,29,11
1959-01-05,64,Need You,Donnie Owens,62,25,14
1959-01-05,65,A Letter To An Angel,Jimmy Clanton,59,25,12
1959-01-05,66,The Mocking Bird,The Four Lads,70,32,10
1959-01-05,67,Dreamy Eyes,Johnny Tillotson,83,67,6
1959-01-05,68,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,60,7,19
1959-01-05,69,"The Bluebird, The Buzzard & The Oriole",Bobby Day,92,69,2
1959-01-05,70,Come Prima,Tony Dallara,94,70,5
1959-01-05,71,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",-,71,2
1959-01-05,72,Sweet Little Rock And Roller,Chuck Berry,52,47,9
1959-01-05,73,You Are Beautiful,Johnny Mathis,-,73,1
1959-01-05,74,Sing Sing Sing,Bernie Lowe Orchestra,57,46,7
1959-01-05,75,The Fool And The Angel,Bobby Helms,77,75,5
1959-01-05,76,Come Prima (Koma Preema),Polly Bergen,67,67,4
1959-01-05,77,(I Wanna) Dance With The Teacher,The Olympics,-,77,3
1959-01-05,78,Peter Gunn,Ray Anthony and His Orchestra,-,78,1
1959-01-05,79,I Talk To The Trees,Edmundo Ros and His Orchestra,-,79,1
1959-01-05,80,La Bamba,Ritchie Valens,81,80,2
1959-01-05,81,Yellow Bird,The Mills Brothers,-,81,1
1959-01-05,82,Let's Love,Johnny Mathis,-,82,1
1959-01-05,83,The Girl On Page 44,The Four Lads,-,83,1
1959-01-05,84,May You Always,The McGuire Sisters,-,84,1
1959-01-05,85,Pretty Girls Everywhere,Eugene Church and The Fellows,-,85,2
1959-01-05,86,The Little Space Girl,Jesse Lee Turner,-,86,1
1959-01-05,87,Pussy Cat,The Ames Brothers,82,17,15
1959-01-05,88,The One Rose (That's Left In My Heart),Teresa Brewer,-,88,1
1959-01-05,89,Teach Me Tonight Cha Cha,The DeCastro Sisters,-,89,1
1959-01-05,90,Mr. Success,Frank Sinatra,64,41,11
1959-01-05,91,I'll Remember Tonight,Pat Boone,65,34,11
1959-01-05,92,Cinderella,The Four Preps,74,69,7
1959-01-05,93,Funny,Jesse Belvin,93,93,2
1959-01-05,94,Forget Me Not,Kalin Twins,86,12,15
1959-01-05,95,That's Why I Cry,Buddy Knox,-,95,1
1959-01-05,96,Heartbeat,Buddy Holly,99,96,2
1959-01-05,97,Call Me,Johnny Mathis,49,21,15
1959-01-05,98,Tall Paul,Annette With The Afterbeats,-,98,1
1959-01-05,99,Sermonette,Della Reese,-,99,1
1959-01-05,100,Gazachstahagen,The Wild-Cats,-,100,1
1959-01-12,1,The Chipmunk Song,The Chipmunks With David Seville,1,1,7
1959-01-12,2,Smoke Gets In Your Eyes,The Platters,2,2,9
1959-01-12,3,My Happiness,Connie Francis,6,3,6
1959-01-12,4,Gotta Travel On,Billy Grammer,9,4,8
1959-01-12,5,"To Know Him, Is To Love Him",The Teddy Bears,3,1,17
1959-01-12,6,Whole Lotta Loving,Fats Domino,10,6,9
1959-01-12,7,A Lover's Question,Clyde McPhatter,8,7,14
1959-01-12,8,One Night,Elvis Presley,5,4,10
1959-01-12,9,Problems,The Everly Brothers,4,2,10
1959-01-12,10,Lonesome Town,Ricky Nelson,11,7,13
1959-01-12,11,Tom Dooley,The Kingston Trio,7,1,16
1959-01-12,12,16 Candles,The Crests,18,12,8
1959-01-12,13,The Little Drummer Boy,The Harry Simeone Chorale,16,13,4
1959-01-12,14,Bimbombey,Jimmie Rodgers,13,11,10
1959-01-12,15,Donna,Ritchie Valens,15,15,8
1959-01-12,16,Beep Beep,The Playmates,12,4,11
1959-01-12,17,Lonely Teardrops,Jackie Wilson,20,16,8
1959-01-12,18,I Got Stung,Elvis Presley,14,8,11
1959-01-12,19,Goodbye Baby,Jack Scott,23,19,5
1959-01-12,20,Manhattan Spiritual,Reg Owen & His Orchestra,22,20,6
1959-01-12,21,Stagger Lee,Lloyd Price,36,21,6
1959-01-12,22,It's Only Make Believe,Conway Twitty,19,1,18
1959-01-12,23,The Diary,Neil Sedaka,21,21,6
1959-01-12,24,Lucky Ladybug,Billy & Lillie,27,24,4
1959-01-12,25,(All of a Sudden) My Heart Sings,Paul Anka,37,25,4
1959-01-12,26,The All American Boy,Bill Parsons,33,26,4
1959-01-12,27,Love You Most Of All,Sam Cooke,31,26,9
1959-01-12,28,I Cried A Tear,LaVern Baker,38,28,6
1959-01-12,29,Queen Of The Hop,Bobby Darin,17,9,15
1959-01-12,30,Love Is All We Need,Tommy Edwards,24,15,12
1959-01-12,31,Philadelphia U.S.A.,The Nu Tornados,28,26,9
1959-01-12,32,I'll Wait For You,Frankie Avalon,25,15,13
1959-01-12,33,Nobody But You,Dee Clark,54,33,7
1959-01-12,34,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,48,34,3
1959-01-12,35,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,26,15,11
1959-01-12,36,Peek-A-Boo,The Cadillacs,41,35,6
1959-01-12,37,Poor Boy,The Royaltones,32,17,13
1959-01-12,38,I Got A Feeling,Ricky Nelson,34,10,14
1959-01-12,39,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,29,29,7
1959-01-12,40,Rocka-Conga,The Applejacks,50,40,4
1959-01-12,41,Red River Rose,The Ames Brothers,60,41,3
1959-01-12,42,C'mon Everybody,Eddie Cochran,35,35,8
1959-01-12,43,The Wedding,June Valli,46,43,8
1959-01-12,44,Peter Gunn,Ray Anthony and His Orchestra,78,44,2
1959-01-12,45,That Old Black Magic,Louis Prima And Keely Smith,30,18,11
1959-01-12,46,May You Always,The McGuire Sisters,84,46,2
1959-01-12,47,It's Just About Time,Johnny Cash And The Tennessee Two,51,47,5
1959-01-12,48,Try Me,James Brown And The Famous Flames,57,48,5
1959-01-12,49,Blue Hawaii,Billy Vaughn And His Orchestra,59,49,3
1959-01-12,50,Teasin',Quaker City Boys,58,50,4
1959-01-12,51,Don't Pity Me,Dion & The Belmonts,40,40,4
1959-01-12,52,Let's Love,Johnny Mathis,82,52,2
1959-01-12,53,Pledging My Love,Roy Hamilton,56,45,9
1959-01-12,54,La Bamba,Ritchie Valens,80,54,3
1959-01-12,55,"Wiggle, Wiggle",The Accents,61,55,4
1959-01-12,56,Turvy II,Cozy Cole,44,36,7
1959-01-12,57,Big Bopper's Wedding,Big Bopper,52,38,6
1959-01-12,58,It's All In The Game,Tommy Edwards,43,1,22
1959-01-12,59,Topsy II,Cozy Cole,42,3,21
1959-01-12,60,Come Prima,Tony Dallara,70,60,6
1959-01-12,61,The Little Space Girl,Jesse Lee Turner,86,61,2
1959-01-12,62,You Are Beautiful,Johnny Mathis,73,62,2
1959-01-12,63,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",71,63,3
1959-01-12,64,"The Bluebird, The Buzzard & The Oriole",Bobby Day,69,64,3
1959-01-12,65,The World Outside,The Four Coins,39,21,10
1959-01-12,66,The Girl On Page 44,The Four Lads,83,66,2
1959-01-12,67,Chantilly Lace,Big Bopper,55,6,24
1959-01-12,68,The End,Earl Grant,49,7,18
1959-01-12,69,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,-,69,1
1959-01-12,70,Jingle Bell Rock,Bobby Helms,45,35,4
1959-01-12,71,(I Wanna) Dance With The Teacher,The Olympics,77,71,4
1959-01-12,72,Tall Paul,Annette With The Afterbeats,98,72,2
1959-01-12,73,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus",-,73,1
1959-01-12,74,Yellow Bird,The Mills Brothers,81,74,2
1959-01-12,75,The One Rose (That's Left In My Heart),Teresa Brewer,88,75,2
1959-01-12,76,Teach Me Tonight Cha Cha,The DeCastro Sisters,89,76,2
1959-01-12,77,Walking Along,The Diamonds,63,29,12
1959-01-12,78,I Talk To The Trees,Edmundo Ros and His Orchestra,79,78,2
1959-01-12,79,I'm A Man,Fabian,-,79,1
1959-01-12,80,Come Prima (Koma Preema),Polly Bergen,76,67,5
1959-01-12,81,Funny,Jesse Belvin,93,81,3
1959-01-12,82,Pretty Girls Everywhere,Eugene Church and The Fellows,85,82,3
1959-01-12,83,Trust In Me,Patti Page,-,83,1
1959-01-12,84,The Fool And The Angel,Bobby Helms,75,75,6
1959-01-12,85,Dreamy Eyes,Johnny Tillotson,67,67,7
1959-01-12,86,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,68,7,20
1959-01-12,87,Heartbeat,Buddy Holly,96,87,3
1959-01-12,88,That's Why I Cry,Buddy Knox,95,88,2
1959-01-12,89,Gazachstahagen,The Wild-Cats,100,89,2
1959-01-12,90,Petite Fleur (Little Flower),Chris Barber's Jazz Band,-,90,1
1959-01-12,91,The Worryin' Kind,Tommy Sands And The Raiders,-,76,2
1959-01-12,92,Good Rockin' Tonight,Pat Boone,-,92,1
1959-01-12,93,Hideaway,The Four Esquires,62,21,17
1959-01-12,94,Need You,Donnie Owens,64,25,15
1959-01-12,95,O' Falling Star,The Four Knights,-,95,1
1959-01-12,96,Nola,Billy Williams,-,96,1
1959-01-12,97,With The Wind And The Rain In Your Hair,Pat Boone,-,97,1
1959-01-12,98,"Raspberries, Strawberries",The Kingston Trio,-,98,1
1959-01-12,99,You Can't Get To Heaven On Roller Skates,Betty Johnson,-,99,1
1959-01-12,100,It's Only The Beginning,The Kalin Twins,-,100,1
1959-01-19,1,Smoke Gets In Your Eyes,The Platters,2,1,10
1959-01-19,2,My Happiness,Connie Francis,3,2,7
1959-01-19,3,The Chipmunk Song,The Chipmunks With David Seville,1,1,8
1959-01-19,4,Donna,Ritchie Valens,15,4,9
1959-01-19,5,16 Candles,The Crests,12,5,9
1959-01-19,6,A Lover's Question,Clyde McPhatter,7,6,15
1959-01-19,7,Gotta Travel On,Billy Grammer,4,4,9
1959-01-19,8,Whole Lotta Loving,Fats Domino,6,6,10
1959-01-19,9,Stagger Lee,Lloyd Price,21,9,7
1959-01-19,10,"To Know Him, Is To Love Him",The Teddy Bears,5,1,18
1959-01-19,11,Problems,The Everly Brothers,9,2,11
1959-01-19,12,Lonely Teardrops,Jackie Wilson,17,12,9
1959-01-19,13,One Night,Elvis Presley,8,4,11
1959-01-19,14,Lonesome Town,Ricky Nelson,10,7,14
1959-01-19,15,Goodbye Baby,Jack Scott,19,15,6
1959-01-19,16,Manhattan Spiritual,Reg Owen & His Orchestra,20,16,7
1959-01-19,17,The All American Boy,Bill Parsons,26,17,5
1959-01-19,18,Tom Dooley,The Kingston Trio,11,1,17
1959-01-19,19,Bimbombey,Jimmie Rodgers,14,11,11
1959-01-19,20,Beep Beep,The Playmates,16,4,12
1959-01-19,21,The Diary,Neil Sedaka,23,21,7
1959-01-19,22,I Got Stung,Elvis Presley,18,8,12
1959-01-19,23,The Little Drummer Boy,The Harry Simeone Chorale,13,13,5
1959-01-19,24,(All of a Sudden) My Heart Sings,Paul Anka,25,24,5
1959-01-19,25,Lucky Ladybug,Billy & Lillie,24,24,5
1959-01-19,26,Nobody But You,Dee Clark,33,26,8
1959-01-19,27,May You Always,The McGuire Sisters,46,27,3
1959-01-19,28,Peek-A-Boo,The Cadillacs,36,28,7
