She Is Love,Parachute,2:26,"acoustic,love,mellow,rock",Parachute/_/She+Is+Love
Ease On Down The Road,Diana Ross & Michael Jackson,3:54,thewiz,Diana+Ross/_/Ease+On+Down+The+Road+%231+-+From+%22The+Wiz%22+Soundtrack
"New Age Girl (From ""Dumb And Dumber"")",Deadeye Dick,Invalid Information,Invalid Information,Invalid Information
I Miss You,The Dells,4:21,"soul,oldies,djpman-loved-tracks,soulandrnbclassics",The+Dells/_/I+Miss+You
"Summertime, Summertime",The Jamies,2:03,"50s,oldies","The+Jamies/_/Summertime,+Summertime"
Angel,Johnny Tillotson,2:59,"60s,pop,oldies",Johnny+Tillotson/_/Earth+Angel
There It Is,Ginuwine,4:08,"rnb,ginuwine",Ginuwine/_/There+It+Is
"Can't Stop, Won't Stop",Young Gunz,3:43,"hip-hop,younggunz,whatwouldido,philly,roc-a-fella","Young+Gunz/_/Can%27t+Stop,+Won%27t+Stop"
People Are Still Having Sex,LaTour,4:09,"dance,toobadyouareawhore,happyhappyjoyjoy,90s,sexsoundtrack",LaTour/_/People+Are+Still+Having+Sex
Die For Me,Post Malone Featuring Future & Halsey,,"hip-hop,rap,trap,cloudrap,pop,hiphop",Post+Malone/_/Die+For+Me+(featuring+Future+and+Halsey)
Night In My Veins,Pretenders,3:17,"rock,femalevocalists,newwave,classicrock",The+Pretenders/_/Night+in+My+Veins
Tell Mama,Savoy Brown,5:50,"bluesrock,classicrock,blues,70s",Savoy+Brown/_/Tell+Mama
My Little Girl,Tim McGraw,3:40,"country,songsthatmakemecry",Tim+McGraw/_/My+Little+Girl
All You Wanted,Michelle Branch,3:36,"pop,femalevocalists,rock,singer-songwriter,poprock,michellebranch",Michelle+Branch/_/All+You+Wanted
Itty Bitty Pieces,James Ray,2:26,"usa,rhythmandblues,60's,soul",James+Ray/_/Itty+Bitty+Pieces
Daylight,Taylor Swift,4:22,"pop,synthpop",Taylor+Swift/_/Daylight
Unloyal,Summer Walker & Ari Lennox,3:27,"rnb,sophisti-pop,jazzpop,alternativernb,sophisti-popmusic",Summer+Walker/_/Unloyal+(with+Ari+Lennox)
Fun Time,Joe Cocker,2:36,"7of10stars,saxophone,malevocals,nostalgie",Joe+Cocker/_/Fun+Time
Still Ballin,2Pac Featuring Trick Daddy,,"rap,hip-hop,gangstarap,westcoastrap,hiphop","2Pac/_/Still+Ballin+-+(nitty+remix,+featuring+Trick+Daddy)"
Cooped Up,Post Malone Featuring Roddy Ricch,,,Post+Malone+featuring+Roddy+Ricch/_/Cooped+Up
I Will Still Love You,Stonebolt,3:10,"canadian,70s,ballad,lovesongs,lovesong,feelings,nova1974",Stonebolt/_/I+Will+Still+Love+You
The Phoenix Love Theme (Senza Fine),The Brass Ring featuring Phil Bodner,,,Gotta+Have+More+Tunes/_/The+Brass+Ring+(Featuring+Phil+Bodner)+-+The+Phoenix+Love+Theme+(Senza+Fine)
I Like To Live The Love,B.B. King,3:26,"blues,classicblues,bluesrock",B.B.+King/_/I+Like+To+Live+The+Love
You Can't Hurry Love,The Supremes,2:52,"motown,soul,60s,oldies,pop",The+Supremes/_/You+Can%27t+Hurry+Love
No Charge,Shirley Caesar,7:09,"inspirational,nocharge,gospel,contemporarygospel",Shirley+Caesar/_/No+Charge
Dreamer,Chris Brown,3:33,"chrisbrown,malevocalists,rnb",Chris+Brown/_/Dreamer
Living In A Dream,Pseudo Echo,3:54,"pop,rock",Pseudo+Echo/_/Living+in+a+Dream
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,1:41,"rap,niiice,atlanta,oj,ojdajuiceman,soiceyent",OJ+da+Juiceman/_/What+U+Say+(remix)
That's Really Some Good,Rufus & Carla,2:00,"soul,usa,60s,oldies,stax,funkyblues",Rufus+&+Carla/_/That%27s+Really+Some+Good
It's Four In The Morning,Faron Young,2:55,"classiccountry,country,faronyoung,oldies",Faron+Young/_/It%27s+Four+In+The+Morning
Junior's Farm/Sally G,Paul McCartney And Wings,,,Junior%27s+Farm+%2F+Sally+G/_/Paul+McCartney+&+Wings
Who Are You,The Who,6:22,"classicrock,rock,british,thewho",The+Who/_/Who+Are+You
Ex For A Reason,Summer Walker & JT,3:45,"poprap,pop,rnb,contemporaryrnb",Summer+Walker/_/Ex+for+a+Reason+(with+JT+from+City+Girls)
I Wonder Who's Kissing Her Now,Bobby Darin,2:38,"jazz,swing,oldies,malevocalists,easylistening",Bobby+Darin/_/I+Wonder+Who%27s+Kissing+Her+Now
Isn't It Lonely Together,O.C. Smith,3:20,soul,O.C.+Smith/_/Isn%27t+It+Lonely+Together
Upside Down,Jack Johnson,3:28,"acoustic,singer-songwriter,jackjohnson,chill",Jack+Johnson/_/Upside+Down
Major Distribution,Drake & 21 Savage,2:50,"soft,hip-hop,rnb,trap",Drake/_/Major+Distribution
Mama's Song,Carrie Underwood,4:00,"country,carrieunderwood",Carrie+Underwood/_/Mama%27s+Song
Topsy II,Cozy Cole,,"instrumental,50s,jazz,oldies",Cozy+Cole/_/Topsy+II
Bigger > You,"2 Chainz, Drake & Quavo",3:45,"rap,trap,drake,quavo,2chainz",2+Chainz/_/Bigger+Than+You+(feat.+Drake+&+Quavo)
Rolex,Ayo & Teo,3:54,"rap,trap,2017,hiphop",Ayo+&+Teo/_/Rolex
"Another You, Another Me",Brady Seals,3:55,"country,littletexas","Brady+Seals/_/Another+You,+Another+Me"
Jet Lag,Future & Juice WRLD Featuring Young Scooter,,"youngscooter,juicewrld",Future/_/Jet+Lag+(feat.+Young+Scooter)
Bad Boy,Marty Wilde,2:23,"classicrock,easylistening,rockandroll,great",Marty+Wilde/_/Bad+Boy
Girls Just Want To Have Fun,Cyndi Lauper,3:50,"80s,pop,femalevocalists,cyndilauper",Cyndi+Lauper/_/Girls+Just+Want+to+Have+Fun
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,3:17,"boybands,pop,electronic,oldschool",2gether/_/The+Hardest+Part+Of+Breaking+Up+(Is+Getting+Back+Your+Stuff)
Tell Me Mamma,Christine Quaite,2:29,rockandroll,Christine+Quaite/_/Tell+Me+Mamma
Find My Way,DaBaby,3:08,"hip-hop,rap,trap,hiphop",DaBaby/_/FIND+MY+WAY
Early In The Morning,The Gap Band,3:59,"funk,80s,soul,rnb",The+Gap+Band/_/Early+In+The+Morning
Driven Out,The Fixx,3:58,"newwave,rock,deathbykillerhook,asabovesobelow,reallyeffectiveguitareffects,ogunlabaraka,prescient",The+Fixx/_/Driven+Out
Sexy Chick,David Guetta Featuring Akon,,"dance,running,strongbeats,deanmarktaylorloved,house",David+Guetta/_/Sexy+Chick+(featuring+Akon)
A Corner In The Sun,Walter Jackson,2:30,"soul,northernsoul,60s",Walter+Jackson/_/A+Corner+In+The+Sun
Away From Home,Drake,4:18,"poprap,trap,drake,cloudrap",Drake/_/Away+from+Home
Careless Love,Ray Charles,3:57,"soul,blues,jazz,drjazzmrfunkmusic",Ray+Charles/_/Careless+Love
Escape,Enrique Iglesias,3:29,"pop,latin,dance,latinpop",Enrique+Iglesias/_/Escape
He,The Righteous Brothers,3:00,"vintage,cult",The+Righteous+Brothers/_/He
Wedding Song (There Is Love),Petula Clark,,"60s,pop,femalevocalists,oldies,british",Petula+Clark/_/Wedding+Song+-+There+Is+Love
Warm It Up,Kris Kross,4:09,"90s,rap,warmitup,hiphop,1992",Kris+Kross/_/Warm+It+Up
What You See Is What You Get,Stoney & Meatloaf,2:19,"oldies,sheffield,indie,indierock",Stoney/_/What+You+See+Is+What+You+Get
At This Moment,Billy Vera & The Beaters,4:17,80s,Billy+Vera+&+The+Beaters/_/At+This+Moment
All Night Thing,The Invisible Man's Band,2:15,"funk,soul,malevocalists,1979",Invisible+Man%27s+Band/_/All+Night+Thing
Carry Out,Timbaland Featuring Justin Timberlake,3:52,"hip-hop,rnb,timbalandutimberlakegenial,dance,timbaland",Timbaland/_/Carry+Out+(Featuring+Justin+Timberlake)
Thank God,Kane Brown With Katelyn Brown,,"country,countrypop",Kane+Brown/_/Thank+God+(with+Katelyn+Brown)
Don't Hurt Yourself,Beyonce Featuring Jack White,,"rnb,pop,femalevocalists,soul,hip-hop",Beyonc%C3%A9/_/Don%27t+Hurt+Yourself+(featuring+Jack+White)
Doin' What She Likes,Blake Shelton,3:42,"country,moderncountry",Blake+Shelton/_/Doin%27+What+She+Likes
Red Nation,Game Featuring Lil Wayne,,"rap,hip-hop,gangstarap,westcoast,hiphop",The+Game/_/Red+Nation+(featuring+Lil+Wayne)
That's Life,Frank Sinatra,3:07,"jazz,swing,oldies,franksinatra,easylistening",Frank+Sinatra/_/That%27s+Life
Can't Stop Dancin',Captain & Tennille,,"pop,70s,femalevocalists,synthpop",Captain+&+Tennille/_/Can%27t+Stop+Dancin
The Spirit Of Radio,Rush,4:50,"progressiverock,classicrock,rock,rush,hardrock",Rush/_/The+Spirit+of+Radio
How Long,Rod Stewart,4:14,"softrock,80s,cover",Rod+Stewart/_/How+Long
In Too Deep,Genesis,4:55,"80s,progressiverock,rock,pop,genesis,classicrock",Genesis/_/In+Too+Deep
Lies,Jonathan Butler,3:42,"smoothjazz,jazzvocal,soul,pop",Jonathan+Butler/_/Lies
Cotton Candy,Al Hirt,2:14,instrumental,Al+Hirt/_/Cotton+Candy
The Cut Off,J. Cole Featuring kiLL edward,,"hip-hop,rap,hiphop,northcarolina",J.+Cole/_/The+Cut+Off+(Featuring+kiLL+edward)
Rock Me,One Direction,,"pop,loveatfirstlisten,onedirection,british",One+Direction/_/Rock+Me
Right Or Wrong,Ronnie Dove,4:05,"folkpop,country,folk,folk-pop,countrypop",Taylor+Swift/_/right+where+you+left+me+-+bonus+track
Green Light,The American Breed,2:15,"60s,beat",The+American+Breed/_/Green+Light
(You Better) Know What You're Doin',Lloyd Price and His Orchestra,Invalid Information,Invalid Information,Invalid Information
Sunshine Superman,Donovan,3:13,"60s,folk,classicrock,singer-songwriter,psychedelic",Donovan/_/Sunshine+Superman
Awnaw,Nappy Roots,3:58,"hip-hop,rap,hiphop,fun",Nappy+Roots/_/Awnaw
Please Don't Talk To The Lifeguard,Diane Ray,1:45,"oldies,60s,y,ifeelgood",Diane+Ray/_/Please+Don%27t+Talk+To+The+Lifeguard
School Boy Crush,AWB,,"soul,funk,techno,ambienttechno",AWB/_/School+Boy+Crush
All The Kids On The Street,The Hollywood Stars,2:49,"powerpop,usa",The+Hollywood+Stars/_/All+The+Kids+On+The+Street
That's The Way A Woman Is,Messengers,1:54,"hardcore,newwave,synthpop,christian",Messengers/_/That%27s+The+Way+A+Woman+IS
Evil Woman,Electric Light Orchestra,4:32,"classicrock,70s,rock,progressiverock",Electric+Light+Orchestra/_/Evil+Woman
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,3:47,"metroboomin,21savage",Big+Sean/_/Pull+Up+N+Wreck+(&+Metro+Boomin)
Back To The Hotel,N2Deep,4:32,"hip-hop,hiphop,90s,oldschool",N2DEEP/_/Back+to+the+Hotel
Star On A TV Show,The Stylistics,4:09,"70s,soul,philadelphia,motown",The+Stylistics/_/Star+On+a+TV+Show
In The Chapel In The Moonlight,Dean Martin,3:32,"oldies,easylistening,60s,jazz",Dean+Martin/_/In+The+Chapel+In+The+Moonlight
Ice Cream Song,The Dynamics,3:30,"snackattack,oldschoolsoul,phillysoul,wmxd",The+Dynamics/_/Ice+Cream+Song
"End Of The Road (From ""Boomerang"")",Boyz II Men,,"rnb,soul,90s,pop,r&b,randb,slowjams,boyziimen,newjackswing,malevocalists,lovesongs",Boyz+II+Men/_/End+of+the+Road+(From+%22Boomerang%22)
Rhythm Of Love,DJ Company,4:08,"90s,dance,eurodance,german",DJ+Company/_/Rhythm+Of+Love
Crazy,Lil Baby,3:12,"rap,hip-hop,hiphop,trap,atlanta",Lil+Baby/_/Crazy
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,,"rap,hip-hop,westcoast,gangstarap,losangeles,hiphop",Nipsey+Hussle/_/Double+Up+(featuring+Belly+&+Dom+Kennedy)
It's A Party,Busta Rhymes Featuring Zhane,,"hip-hop,rap,gangstarap,eastcoast,hiphop",Busta+Rhymes/_/It%27s+A+Party+(Featuring+Zhane)
I'm The Leader Of The Gang,Brownsville Station,,classicrock,Brownsville+Station/_/I%27m+the+Leader+of+the+Gang
I'm A Midnight Mover,Wilson Pickett,2:24,"soul,60s,rhythmandblues,wilsonpickett",Wilson+Pickett/_/I%27m+A+Midnight+Mover
There Must Be A Way,Jimmy Roselli,3:02,,"Roselli,+Jimmy/_/There+Must+Be+A+Way"
(You Keep Me) Hangin' On,Joe Simon,2:44,"soul,blues",Joe+Simon/_/you+keep+me+hangin+on
Yungen,Rod Wave Featuring Jack Harlow,Invalid Information,Invalid Information,Invalid Information
Mystery Lady,Billy Ocean,3:54,"pop,lovesongs,drjazzmrfunkmusic,soul",Billy+Ocean/_/Mystery+Lady
Feels Like Love,Vince Gill,4:15,country,Vince+Gill/_/Feels+Like+Love
As Long As You're There,Glee Cast,4:16,"american,00s,sunshine,moviesoundtrack,television,10s,linedance2012",Glee+Cast/_/As+Long+as+You%27re+There
"Fun, Fun, Fun",The Beach Boys,2:20,"60s,classicrock,surf,oldies,rock,pop","The+Beach+Boys/_/Fun,+Fun,+Fun"
Fire,Bruce Springsteen,4:48,"rock,80s,classicrock,8of10stars,singer-songwriter,brucespringsteen",Bruce+Springsteen/_/I%27m+on+Fire
I'll Be Home For Christmas (Live),Josh Groban,,"classical,pop,opera,vocal,easylistening",Josh+Groban/_/I%27ll+Be+Home+For+Christmas+(LIVE+Single+Version)
I Believe I'm Gonna Make It,Joe Tex,3:01,"soul,blues,blues-jazzsingers",Joe+Tex/_/I+Believe+I%27m+Gonna+Make+It
Do You Wanna Touch Me (Oh Yeah),Joan Jett & The Blackhearts,3:24,"loved,80s,rock,femalevocalists",Joan+Jett+and+the+Blackhearts/_/Do+You+Wanna+Touch+Me+(Oh+Yeah)
(Wish I Could Fly Like) Superman,The Kinks,3:36,"rock,classicrock,70s,hardrock",The+Kinks/_/(Wish+I+Could+Fly+Like)+Superman
Drive By,Train,3:16,"pop,rock,alternative,poprock",Train/_/Drive+By
My Girl,Dylan Scott,3:17,country,Dylan+Scott/_/My+Girl
Alley-Oop,Dante and the Evergreens,,"all,spotify",Dante+&+The+Evergreens/_/Alley+Oop
Smokie - Part 2,Bill Black's Combo,,50s,Bill+Black%27s+Combo/_/Smokie+(Part+2)
It's Gonna Be Alright,Maxine Brown,2:36,"soul,femalevocalists,60s,northernsoul",Maxine+Brown/_/It%27s+Gonna+Be+Alright
Wanted Dead Or Alive,Chris Daughtry,2:55,"rock,80s,classicrock,hardrock,bonjovi",Bon+Jovi/_/Wanted+Dead+or+Alive
For The Love Of Money,BulletBoys,3:37,"hairmetal,glammetal,80s",Bulletboys/_/For+the+Love+of+Money
One,Usher & Michelle Chamuel,,"2002,2000s",Diddy/_/I+Need+a+Girl+(Pt.+1)+%5Bfeat.+Usher+&+Loon%5D
Skeletons,Stevie Wonder,5:24,"soul,80s,funk,gtav",Stevie+Wonder/_/Skeletons
Paper Doll,John Mayer,4:17,"pop,american",John+Mayer/_/Paper+Doll
This Is The Right Time,Lisa Stansfield,4:12,"pop,femalevocalists,lisastansfield,80s",Lisa+Stansfield/_/This+Is+the+Right+Time
"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")",Urge Overkill,,"rock,alternativerock,alternative,90s,soundtrack","Urge+Overkill/_/Girl,+You%27ll+Be+a+Woman+Soon+%5BFrom+Pulp+Fiction%5D"
Moments To Remember,The Vogues,,"oldies,60s",The+Vogues/_/Moments+To+Remember
If You Can Want,Smokey Robinson & The Miracles,2:42,"soul,motown",Smokey+Robinson+and+The+Miracles/_/If+You+Can+Want
My House,Beyonce,4:22,"rap,house,dance,electronic,thedream,experimental,caps",Beyonc%C3%A9/_/MY+HOUSE
Save The Last Dance For Me,The DeFranco Family featuring Tony DeFranco,,,DeFranco+Family+featuring+Tony+DeFranco/_/Save+The+Last+Dance+For+Me
Train Of Thought,Cher,2:30,pop,Cher/_/Train+of+Thought
Wasted Times,The Weeknd,3:40,"rnb,trap,soul,urban",The+Weeknd/_/Wasted+Times
Bony Moronie,The Appalachians,2:28,,The+Appalachians/_/Bony+Moronie
Kush,Dr. Dre Featuring Snoop Dogg & Akon,,"hip-hop,rap,gangstarap,westcoast,hiphop","Dr.+Dre/_/Kush+Featuring+Snoop+Dogg,+Akon+(Main)"
When The Snow Is On The Roses,Ed Ames,2:35,"vocal,oldies,classiccountry,db,lobest,bestone,dbest",Ed+Ames/_/When+The+Snow+Is+On+The+Roses
You Should Be Here,Cole Swindell,3:11,"moderncountry,10s,racistcountry,kkkcountry,similartojohnnyrebel,2016",Cole+Swindell/_/You+Should+Be+Here
My True Love,Jack Scott,2:45,"oldies,50s",Jack+Scott/_/My+True+Love
Doing It All For My Baby,Huey Lewis & The News,3:28,"80s,rock,poprock,love",Huey+Lewis+&+The+News/_/Doing+It+All+for+My+Baby
Yesterdays,Guns N' Roses,,"rock,classicrock,hardrock,gunsn'roses",Guns+N+Roses+%5Bwww.musikaki.blogspot.com%5D/_/Yesterdays
Party,Chris Brown Featuring Usher & Gucci Mane,,"rnb,hip-hop,chrisbrown,rap,hiphop",Chris+Brown/_/Party+(featuring+Usher+&+Gucci+Mane)
A Little Bit Of Soap,Garnet Mimms,2:21,"soul,pop,northernsoul,malevocalists",Garnet+Mimms/_/A+Little+Bit+Of+Soap
Can't You See Me Cry,The New Colony Six,2:34,"60s,garagerock,psychedelic",The+New+Colony+Six/_/Can%27t+You+See+Me+Cry
Donald Trump,Mac Miller,2:44,"hip-hop,hiphop,macmiller,rap",Mac+Miller/_/Donald+Trump
I Just Wanna Stop,Gino Vannelli,3:37,"70s,malevocalists,soulballad,softrock,classicrock,pop,rock",Gino+Vannelli/_/I+Just+Wanna+Stop
Funny How Time Slips Away,The Spinners,3:36,"soul,1982,willienelsoncover",The+Spinners/_/Funny+How+Time+Slips+Away
Figure Of Eight,Paul McCartney,,"rock,brit,tapyourfoot,paulmccartney,clapclap",Paul+McCartney/_/Figure+of+Eight
Let's All Chant,The Michael Zager Band,1:35,"disco,70s,party,dance",Michael+Zager+Band/_/Let%27s+All+Chant
Laura (Tell Me What He's Got That I Ain't Got),Brook Benton,Invalid Information,Invalid Information,Invalid Information
Big Bopper's Wedding,Big Bopper,2:12,"50s,rockandroll",The+Big+Bopper/_/Big+Bopper%27s+Wedding
Since Way Back,Drake Featuring PARTYNEXTDOOR,,"hip-hop,rap,rnb,hiphop,canadian",Drake/_/Since+Way+Back+(Featuring+PARTYNEXTDOOR)
Ship Of Fools (Save Me From Tomorrow),World Party,4:27,"alternative,rock,80s,britpop,british",World+Party/_/ship+of+fools+(save+me+from+tomorrow)
Mr. Skin,Spirit,3:14,"psychedelicrock,classicrock,70s",Spirit/_/Mr.+Skin
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",,"hip-hop,rap,hiphop,miami","DJ+Khaled/_/You+Stay+(featuring+Meek+Mill,+J+Balvin,+Lil+Baby+&+Jeremih)"
Times Have Changed,Irma Thomas,2:46,"drjazzmrfunkmusic,soul",Irma+Thomas/_/Times+Have+Changed
Jealous Kind Of Fella,Garland Green,2:53,7soul,Garland+Green/_/Jealous+Kind+of+Fella
Long Haired Lover From Liverpool,Little Jimmy Osmond With The Mike Curb Congregation,2:16,,Little+Jimmy+Osmond+with+The+Mike+Curb+Congregation/_/Long+haired+lover+from+Liverpool
Baby Face,Little Richard,2:11,"oldies,50s,rocknroll",Little+Richard/_/Baby+Face
"Promise Me, Love",Andy Williams,2:23,"oldies,60s,pop,easylistening,malevocalists","Andy+Williams/_/Promise+Me,+Love"
She Ain't You,Chris Brown,4:07,"rnb,chrisbrown,r&b,pop",Chris+Brown/_/She+Ain%27t+You
More,Kai Winding & Orchestra,2:01,"jazz,bebop,trombone",Kai+Winding/_/More+(Theme+From+Mondo+Cane)
"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,,"pop,80s,femalevocalists,duets",Cher/_/After+All+(Love+Theme+From+Chances+Are)
Money In The Bank,Swizz Beatz,3:12,"hip-hop,phat",Swizz+Beatz/_/Money+In+The+Bank
You Better Wait,Steve Perry,4:53,"rock,steveperry,80s",Steve+Perry/_/You+Better+Wait
Comin' Down With Love,Mel Gadson,,,Comin+Down+With+Love/_/Mel+Gadson
Yakety Yak,The Coasters,1:49,"oldies,50s,rockandroll,rockabilly,doowop",The+Coasters/_/Yakety+Yak
You Really Know How To Hurt A Guy,Jan & Dean,3:20,"surf,60s,surfrock,oldies,rockandroll",Jan+&+Dean/_/You+Really+Know+How+To+Hurt+A+Guy
Hold Me Down,YoungBoy Never Broke Again,,"trap,rap,louisiana,hip-hop,hiphop,gangstarap",YoungBoy+Never+Broke+Again/_/Hold+Me+Down
You're The Only Woman (You & I),Ambrosia,,"softrock,yachtrock,1980",Ambrosia/_/You%27re+The+Only+Woman+-+You+&+I
Shiver And Shake,The Silencers,3:26,"rock,ska,newwave,80s",The+Silencers/_/Shiver+and+Shake
Anticipation,Carly Simon,3:25,"pop,70s,femalevocalists,singer-songwriter,carlysimon",Carly+Simon/_/Anticipation
Together Forever,Rick Astley,3:27,"pop,80s,dance",Rick+Astley/_/Together+Forever
Tycoon,Future,3:21,"hip-hop,rap,trap,hiphop,atlanta,dirtysouth",Future/_/Tycoon
Dammit Isn't God's Last Name,Frankie Laine,2:59,"country,50s,oldies,malevocalists",Frankie+Laine/_/Dammit+Isn%27t+God%27s+Last+Name
Don't Let Me Be Lonely,The Band Perry,4:11,"country,moderncountry",The+Band+Perry/_/Don%E2%80%99t+Let+Me+Be+Lonely
Lazy Elsie Molly,Chubby Checker,2:19,"rockandroll,60s,twist,oldies,rocknroll",Chubby+Checker/_/Lazy+Elsie+Molly
Along Comes A Woman,Chicago,,"80s,rock,pop,chicago,classicrock",Chicago/_/Along+Comes+a+Woman
Hang In Long Enough,Phil Collins,4:48,"80s,pop,rock,classicrock",Phil+Collins/_/Hang+in+Long+Enough
Inner City Blues (Make Me Wanna Holler),Marvin Gaye,5:19,"soul,motown,funk,70s",Marvin+Gaye/_/Inner+City+Blues+(Make+Me+Wanna+Holler)
It Hurts Me,Elvis Presley With The Jordanaires,2:26,"60s,oldies",Elvis+Presley/_/It+Hurts+Me
Simply Being Loved (Somnambulist),BT,4:21,"breakbeat,electro,dancepop",BT/_/Somnambulist+(Simply+Being+Loved)
Running In The Family,Level 42,3:56,"80s,pop,newwave,funk",Level+42/_/Running+in+the+Family
I Look To You,Whitney Houston,4:25,"soul,pop,rnb,femalevocalists,whitneyhouston,soulrb",Whitney+Houston/_/I+Look+to+You
The Doctor,The Doobie Brothers,3:46,"rock,classicrock,80s,1989",The+Doobie+Brothers/_/The+Doctor
Time Passages,Al Stewart,4:39,"softrock,70s,singer-songwriter,rock,alstewart",Al+Stewart/_/Time+Passages
Island In The Sky,Troy Shondell,2:23,oldies,Troy+Shondell/_/Island+In+The+Sky
Run Away,Real McCoy,4:03,"dance,90s,eurodance,pop,90sdance",Real+McCoy/_/Run+Away
Outta Time,Bryson Tiller Featuring Drake,,"rnb,hip-hop,trap,soul",Bryson+Tiller/_/Outta+Time+(featuring+Drake)
Playing With The Boys,Kenny Loggins,,"rock,80s,pop,singer-songwriter,soundtrack",Kenny+Loggins/_/Playing+with+the+Boys+-+From+%22Top+Gun%22+Original+Soundtrack
What's So Good About Good-by,The Miracles,,"soul,motown,60s,rhythmandblues",The+Miracles/_/What%27s+So+Good+About+Good-By
"Nights Like This (From ""The Five Heartbeats"")",After 7,,"rnb,90s,soul,malevocalists,newjackswing",After+7/_/Nights+Like+This+(from+%22The+Five+Heartbeats%22)
Stuck Like Glue,Sugarland,4:07,"country,sugarland,catchy,femalevocalists",Sugarland/_/Stuck+Like+Glue
Save Up All Your Tears,Cher,4:03,"pop,90s,rock,dance,cher",Cher/_/Save+Up+All+Your+Tears
Healing Hands,Elton John,4:28,"pop,british,eltonjohn,uknumberone",Elton+John/_/Healing+Hands
Only Love Can Break A Heart,Gene Pitney,2:51,"oldies,60s,pop",Gene+Pitney/_/Only+Love+Can+Break+a+Heart
I Wish You Would (Taylor's Version),Taylor Swift,3:27,"synthpop,synthwave,pop,femalevocalist",Taylor+Swift/_/I+Wish+You+Would+(Taylor%27s+Version)
Slip-In Mules (No High Heel Sneakers),Sugar Pie DeSanto,2:50,"soul,blues,femalevocalists,funk",Sugar+Pie+DeSanto/_/Slip-In+Mules+(No+High+Heel+Sneakers)
Pledge Pin,Robert Plant,4:01,"rock,hardrock,classicrock",Robert+Plant/_/Pledge+Pin
Smile,Uncle Kracker,3:21,"pop,country,top40,malevocalists,unclekracker",Uncle+Kracker/_/Smile
Just Yesterday,Jack Jones,2:22,"jazz,swing,oldies,easylistening,pop",Jack+Jones/_/Just+Yesterday
Shy Away,Jerry Fuller,2:05,"rockabilly,pop,singer-songwriter,rockandroll",Jerry+Fuller/_/Shy+Away
Favorite Crime,Olivia Rodrigo,2:32,"pop,indiepop",Olivia+Rodrigo/_/favorite+crime
Come Softly To Me,The Fleetwoods,2:25,"oldies,50s,doo-wop,easylistening",The+Fleetwoods/_/Come+Softly+To+Me
Joy,BLACKstreet,5:00,"rnb,soul,90s,rhythmandblues,slowjams",Blackstreet/_/Joy
Mr. Songwriter,Connie Stevens,2:21,"60s,pop,femalevocalists,oldies",Connie+Stevens/_/mr.+songwriter
Thorn In My Pride,The Black Crowes,6:03,"southernrock,bluesrock,rock",The+Black+Crowes/_/Thorn+in+My+Pride
Project Chick,Cash Money Millionaires,4:39,"rap,american,rap/hiphop",Cash+Money+Millionaires/_/Project+Chick
Ain't I,Yung L.A. Featuring Young Dro & T.I.,,"rap,hip-hop,atlanta,dirtysouth,yungla,futuristichip-hop,homme","Yung+L.A./_/Ain%27t+I+featuring+Young+Dro,+T.I.+(main+voc+up)"
Time Out Of Mind,Steely Dan,4:13,"jazzrock,classicrock,steelydan,rock",Steely+Dan/_/Time+Out+Of+Mind
"Theme From ""The Unforgiven"" (The Need For Love)",Don Costa And His Orchestra And Chorus,,,"Don+Costa,+His+Orchestra+&+Chorus/_/Theme+From+The+Unforgiven+(The+Need+For+Love)"
Renegade,Big Red Machine Featuring Taylor Swift,,"folktronica,indierock,folk,indiepop",Big+Red+Machine/_/Renegade+(featuring+Taylor+Swift)
For All We Know,Carpenters,2:36,"70s,oldies,pop,easylistening",Carpenters/_/For+All+We+Know
Time After Time,Inoj,3:42,"cover,90s",INOJ/_/Time+After+Time
Somebody,Bridgit Mendler,3:28,"pop,disney,femalevocalists,somebody",Bridgit+Mendler/_/Somebody
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,,"rnb,soul,femalevocalists,keyshiacole,hip-hop",Keyshia+Cole/_/Enough+Of+No+Love+Featuring+Lil+Wayne+(Explicit+Version)
Fetish,Selena Gomez Featuring Gucci Mane,,"pop,femalevocalists,disney,poprock",Selena+Gomez/_/Fetish+(featuring+Gucci+Mane)
I Want To Walk You Home,Fats Domino,2:21,"oldies,50s,rocknroll,rhythmandblues",Fats+Domino/_/I+Want+to+Walk+You+Home
I Beg Your Pardon,Kon Kan,3:58,"dance,newwave,80s,pop",Kon+Kan/_/I+Beg+Your+Pardon+(I+Never+Promised+You+a+Rose+Garden)
My True Confession,Brook Benton,2:34,"soul,oldies,rock,pop,malevocalists",Brook+Benton/_/My+True+Confession
Put Your Head On My Shoulder,The Lettermen,2:39,"oldies,50s,60s,romantic",The+Lettermen/_/Put+Your+Head+On+My+Shoulder
I Can't Stop,The Osmond Brothers,3:00,"femalevocalist,band,male,oldies",The+Osmond+Brothers/_/I+Can%27t+Stop
